Employee ID,Department,Work Hours,Training Hours,Absenteeism Rate,Productivity Score,Satisfaction Score,Revenue Generated,Turnover Status
EMP0444,IT,34,12,6.75,79,2.5,5124.13,No
EMP0445,Marketing,32,8,7.24,76,1.1,4929.54,No
EMP0446,HR,30,1,0.59,81,3.3,5253.86,No
EMP0447,Sales,48,4,7.72,85,2.6,5513.3,No
EMP0448,IT,32,22,6.36,97,3.5,6291.65,Yes
EMP0449,Sales,30,10,8.93,67,1.4,4345.78,Yes
EMP0450,Marketing,23,12,12.99,83,2.8,5383.58,No
EMP0451,Marketing,48,27,13.12,76,4.5,4929.54,No
EMP0452,IT,47,29,1.93,96,1.9,6226.79,No
EMP0453,Marketing,26,6,13.38,92,4.4,5967.34,No
EMP0454,Finance,33,33,12.57,66,1.7,4280.92,No
EMP0455,IT,45,37,8.21,76,2.2,4929.54,No
EMP0456,IT,52,6,1.1,63,1.7,4086.33,No
EMP0457,HR,38,39,14.61,71,3.4,4605.23,No
EMP0458,Sales,23,30,6.99,85,2.8,5513.3,Yes
EMP0459,HR,43,34,8.35,96,1.1,6226.79,No
EMP0460,HR,35,14,3.36,61,1.7,3956.61,No
EMP0461,Marketing,39,16,1.74,70,2.6,4540.37,No
EMP0462,IT,59,39,12.84,87,3.1,5643.03,No
EMP0463,IT,33,35,0.42,70,2.8,4540.37,No
EMP0464,Finance,48,2,10.18,72,2.2,4670.09,No
EMP0465,Marketing,26,35,3.3,79,4.3,5124.13,No
EMP0466,HR,50,32,0.05,73,1.3,4734.96,No
EMP0467,HR,28,5,1.89,99,2.4,6421.38,No
EMP0468,HR,43,27,10.43,72,2.1,4670.09,No
EMP0469,HR,39,0,6.54,72,2.5,4670.09,No
EMP0470,Finance,36,19,13.8,90,1.4,5837.62,No
EMP0471,Finance,58,5,0.75,85,1.6,5513.3,No
EMP0472,HR,22,13,5.93,73,3.4,4734.96,No
EMP0473,IT,25,12,4.14,81,3.9,5253.86,No
EMP0474,Finance,38,23,11.69,75,1.6,4864.68,No
EMP0475,Sales,31,24,14.04,96,5.0,6226.79,No
EMP0476,Sales,29,6,3.72,83,4.7,5383.58,No
EMP0477,Marketing,37,12,2.65,80,2.9,5188.99,Yes
EMP0478,HR,49,5,12.28,74,3.6,4799.82,No
EMP0479,Marketing,56,5,6.36,97,2.1,6291.65,Yes
EMP0480,Finance,58,25,2.96,62,1.8,4021.47,No
EMP0481,HR,39,18,10.54,70,4.1,4540.37,No
EMP0482,HR,31,10,12.62,88,1.5,5707.89,No
EMP0483,Finance,29,38,0.05,64,2.4,4151.19,No
EMP0484,HR,43,9,13.92,60,2.0,3891.74,No
EMP0485,Sales,31,9,3.75,85,3.4,5513.3,No
EMP0486,Sales,25,17,4.77,65,2.7,4216.06,No
EMP0487,Finance,52,7,12.43,85,1.7,5513.3,No
EMP0488,Marketing,52,38,14.09,78,4.6,5059.27,No
EMP0489,IT,58,18,13.29,93,3.1,6032.2,No
EMP0490,Marketing,31,13,14.25,61,4.1,3956.61,No
EMP0491,IT,44,30,12.37,69,2.5,4475.51,No
EMP0492,Finance,53,22,7.91,61,4.8,3956.61,Yes
EMP0493,Marketing,59,6,12.96,68,2.4,4410.64,No
EMP0494,HR,21,0,14.44,86,2.4,5578.17,Yes
EMP0495,HR,59,35,8.07,77,4.3,4994.41,No
EMP0496,Sales,35,15,14.49,71,4.7,4605.23,Yes
EMP0497,Finance,23,9,4.34,80,4.0,5188.99,Yes
EMP0498,Marketing,44,6,4.86,88,2.3,5707.89,Yes
EMP0499,Marketing,25,33,11.21,65,3.9,4216.06,No
EMP0500,Marketing,29,17,11.81,84,4.4,5448.44,Yes
EMP0501,Finance,25,5,8.41,85,1.0,5513.3,No
EMP0502,Finance,43,23,11.29,98,2.1,6356.52,No
EMP0503,Finance,52,2,3.46,71,3.8,4605.23,No
EMP0504,HR,48,35,14.59,76,2.5,4929.54,No
EMP0505,Marketing,28,0,13.64,99,3.8,6421.38,No
EMP0506,Sales,56,16,2.14,74,4.0,4799.82,No
EMP0507,HR,25,39,8.56,76,2.4,4929.54,Yes
EMP0508,Marketing,57,27,7.71,88,2.5,5707.89,No
EMP0509,Finance,22,4,7.41,97,1.0,6291.65,No
EMP0510,IT,28,23,8.5,68,2.8,4410.64,Yes
EMP0511,Finance,26,37,2.31,80,1.6,5188.99,No
EMP0512,HR,40,8,8.73,71,1.3,4605.23,No
EMP0513,HR,29,5,3.31,83,4.9,5383.58,No
EMP0514,HR,40,27,13.17,73,3.5,4734.96,No
EMP0515,IT,52,16,6.97,69,3.9,4475.51,No
EMP0516,Finance,28,10,1.97,97,4.0,6291.65,No
EMP0517,Sales,37,7,14.25,99,3.5,6421.38,Yes
EMP0518,Marketing,42,25,10.72,74,3.0,4799.82,Yes
EMP0519,Sales,27,13,9.57,98,3.6,6356.52,No
EMP0520,Finance,50,19,2.84,66,3.5,4280.92,No
EMP0521,IT,59,13,5.3,93,3.1,6032.2,No
EMP0522,HR,31,0,14.36,74,2.9,4799.82,No
EMP0523,Marketing,41,18,6.4,84,2.6,5448.44,No
EMP0524,HR,51,32,6.97,95,3.9,6161.93,No
EMP0525,Sales,47,9,6.18,60,3.3,3891.74,No
EMP0526,Marketing,53,13,3.23,75,1.1,4864.68,No
EMP0527,Sales,54,22,8.59,90,3.9,5837.62,No
EMP0528,IT,52,27,0.67,86,4.8,5578.17,No
EMP0529,Marketing,32,18,10.7,88,1.2,5707.89,No
EMP0530,Sales,53,24,2.48,82,3.6,5318.72,No
EMP0531,Finance,26,2,1.43,68,4.8,4410.64,No
EMP0532,Sales,40,36,5.77,96,1.3,6226.79,No
EMP0533,Sales,57,32,8.04,88,2.5,5707.89,No
EMP0534,Marketing,22,36,0.78,99,3.6,6421.38,No
EMP0535,HR,29,29,7.89,85,2.3,5513.3,No
EMP0536,HR,58,3,5.01,95,2.7,6161.93,No
EMP0537,Sales,39,34,13.26,81,2.6,5253.86,No
EMP0538,Finance,25,11,5.06,63,1.6,4086.33,No
EMP0539,Sales,34,8,4.43,74,1.5,4799.82,No
EMP0540,Sales,23,19,4.39,63,2.5,4086.33,No
EMP0541,Finance,52,36,8.95,86,2.9,5578.17,No
EMP0542,Finance,54,36,14.72,81,4.0,5253.86,No
EMP0543,Finance,42,11,4.32,74,1.9,4799.82,No
EMP0544,IT,25,9,0.48,95,3.4,6161.93,Yes
EMP0545,Finance,34,11,4.31,99,1.1,6421.38,No
EMP0546,Sales,39,20,1.46,73,4.1,4734.96,No
EMP0547,Finance,20,15,3.86,74,3.6,4799.82,Yes
EMP0548,Sales,28,35,5.43,63,3.9,4086.33,Yes
EMP0549,Sales,27,11,7.61,63,2.6,4086.33,No
EMP0550,Finance,52,3,9.17,96,2.9,6226.79,No
EMP0551,Finance,57,34,11.61,76,2.2,4929.54,No
EMP0552,IT,48,34,12.47,89,4.1,5772.75,Yes
EMP0553,IT,29,15,11.22,90,4.0,5837.62,No
EMP0554,Marketing,58,22,13.92,62,1.3,4021.47,No
EMP0555,HR,33,37,10.13,76,2.8,4929.54,No
EMP0556,Finance,50,16,6.69,76,3.1,4929.54,No
EMP0557,HR,22,14,14.96,99,1.2,6421.38,No
EMP0558,Marketing,29,0,8.09,74,3.9,4799.82,Yes
EMP0559,Marketing,59,20,5.72,66,1.4,4280.92,No
EMP0560,IT,59,27,4.63,75,3.6,4864.68,No
EMP0561,HR,40,38,3.88,99,4.8,6421.38,No
EMP0562,Finance,40,8,1.9,77,4.0,4994.41,No
EMP0563,Sales,47,8,9.31,85,2.5,5513.3,No
EMP0564,Sales,42,31,12.66,99,2.1,6421.38,No
EMP0565,Finance,24,20,3.4,67,4.7,4345.78,No
EMP0566,Finance,53,19,12.71,74,2.9,4799.82,Yes
EMP0567,Finance,26,20,9.98,67,2.0,4345.78,No
EMP0568,HR,59,4,11.61,75,1.1,4864.68,Yes
EMP0569,Marketing,54,4,12.09,71,2.9,4605.23,No
EMP0570,Sales,58,33,14.9,84,1.9,5448.44,Yes
EMP0571,HR,45,39,3.33,67,1.0,4345.78,No
EMP0572,Finance,34,2,9.8,79,4.7,5124.13,No
EMP0573,Sales,25,19,1.42,72,1.2,4670.09,No
EMP0574,Finance,55,38,6.09,67,3.2,4345.78,Yes
EMP0575,IT,57,14,8.54,79,4.4,5124.13,Yes
EMP0576,Sales,33,2,11.82,60,1.8,3891.74,No
EMP0577,Finance,38,19,2.49,65,3.3,4216.06,No
EMP0578,HR,52,9,4.44,75,2.8,4864.68,No
EMP0579,IT,26,11,14.87,87,3.8,5643.03,Yes
EMP0580,Finance,43,25,3.45,61,1.6,3956.61,No
EMP0581,Marketing,50,13,1.36,80,3.5,5188.99,Yes
EMP0582,IT,49,19,9.8,86,3.3,5578.17,No
EMP0583,HR,40,12,1.2,60,3.5,3891.74,No
EMP0584,Finance,33,24,0.35,70,3.7,4540.37,No
EMP0585,Marketing,20,14,3.26,65,4.4,4216.06,No
EMP0586,IT,54,29,13.31,64,4.1,4151.19,No
EMP0587,Finance,54,4,11.55,69,1.0,4475.51,No
EMP0588,Finance,45,39,2.01,66,1.2,4280.92,No
EMP0589,HR,52,22,2.89,77,4.2,4994.41,No
EMP0590,IT,22,2,6.63,62,3.0,4021.47,No
EMP0591,Sales,26,15,1.2,63,3.9,4086.33,No
EMP0592,Finance,51,16,13.28,64,2.9,4151.19,Yes
EMP0593,IT,49,11,7.69,89,4.2,5772.75,No
EMP0594,IT,43,32,5.13,93,4.0,6032.2,No
EMP0595,Marketing,44,32,0.05,65,3.4,4216.06,No
EMP0596,Sales,27,27,2.8,94,2.9,6097.07,No
EMP0597,IT,21,32,11.27,96,2.5,6226.79,No
EMP0598,Marketing,24,13,0.63,85,2.4,5513.3,No
EMP0599,Sales,44,16,12.69,63,2.5,4086.33,No
EMP0600,IT,40,19,10.84,98,1.1,6356.52,No
EMP0601,Marketing,42,21,5.09,67,4.7,4345.78,No
EMP0602,HR,40,14,12.04,97,4.7,6291.65,No
EMP0603,Finance,41,18,1.06,67,4.1,4345.78,No
EMP0604,HR,21,5,8.72,84,4.6,5448.44,No
EMP0605,Finance,37,2,0.91,91,2.1,5902.48,No
EMP0606,HR,38,21,6.36,94,3.6,6097.07,No
EMP0607,HR,51,33,5.51,83,1.9,5383.58,No
EMP0608,Marketing,20,27,13.14,76,1.9,4929.54,No
EMP0609,Finance,35,19,7.03,87,1.4,5643.03,No
EMP0610,IT,34,21,8.44,93,2.8,6032.2,Yes
EMP0611,Sales,32,1,6.87,77,2.9,4994.41,No
EMP0612,HR,24,37,3.43,60,1.4,3891.74,Yes
EMP0613,Marketing,33,2,6.11,76,1.2,4929.54,No
EMP0614,Finance,21,31,6.07,69,4.7,4475.51,No
EMP0615,Sales,36,15,2.5,97,1.8,6291.65,No
EMP0616,Sales,50,27,8.65,93,1.0,6032.2,No
EMP0617,HR,21,19,7.97,91,5.0,5902.48,Yes
EMP0618,Sales,40,9,7.61,81,1.6,5253.86,No
EMP0619,Finance,24,31,9.74,88,1.8,5707.89,No
EMP0620,IT,20,23,7.15,87,4.8,5643.03,No
EMP0621,Sales,55,31,1.78,72,5.0,4670.09,Yes
EMP0622,Sales,39,27,14.48,63,2.4,4086.33,No
EMP0623,Finance,52,25,14.26,61,3.0,3956.61,No
EMP0624,IT,53,1,2.32,90,1.9,5837.62,No
EMP0625,Finance,53,9,5.55,72,4.9,4670.09,No
EMP0626,Finance,22,33,1.92,63,3.6,4086.33,Yes
EMP0627,Sales,50,2,9.94,75,3.2,4864.68,No
EMP0628,IT,45,16,1.26,82,2.9,5318.72,No
EMP0629,IT,20,13,1.97,90,3.9,5837.62,No
EMP0630,Marketing,22,38,9.52,94,4.1,6097.07,No
EMP0631,Marketing,49,39,14.46,66,2.3,4280.92,No
EMP0632,Sales,43,2,2.24,73,2.5,4734.96,Yes
EMP0633,IT,27,5,11.77,65,2.6,4216.06,No
EMP0634,Marketing,53,33,2.0,65,2.2,4216.06,No
EMP0635,HR,31,26,8.21,79,1.8,5124.13,Yes
EMP0636,Marketing,49,17,14.63,83,2.2,5383.58,No
EMP0637,Sales,28,37,4.92,65,3.7,4216.06,No
EMP0638,Finance,44,4,12.22,74,2.9,4799.82,No
EMP0639,Marketing,35,31,10.61,72,2.8,4670.09,Yes
EMP0640,HR,39,20,13.85,69,2.4,4475.51,No
EMP0641,Sales,32,6,5.85,87,3.4,5643.03,Yes
EMP0642,Finance,21,6,9.92,75,2.4,4864.68,No
EMP0643,IT,35,28,13.47,64,1.3,4151.19,No
EMP0644,IT,32,28,12.52,80,4.0,5188.99,No
EMP0645,HR,50,1,2.5,60,2.6,3891.74,No
EMP0646,HR,33,39,0.93,85,2.8,5513.3,No
EMP0647,Finance,47,35,11.27,88,4.5,5707.89,No
EMP0648,Sales,54,11,6.38,88,2.4,5707.89,Yes
EMP0649,Marketing,43,36,8.83,88,3.9,5707.89,No
EMP0650,Marketing,36,37,12.69,72,1.9,4670.09,Yes
EMP0651,Marketing,41,17,5.72,72,3.8,4670.09,Yes
EMP0652,Finance,54,14,14.46,70,2.6,4540.37,Yes
EMP0653,IT,46,14,8.69,67,4.5,4345.78,No
EMP0654,Sales,32,31,4.68,76,4.7,4929.54,Yes
EMP0655,HR,44,6,10.65,77,4.0,4994.41,No
EMP0656,Finance,50,9,12.87,99,3.1,6421.38,No
EMP0657,Finance,30,23,12.99,63,4.4,4086.33,No
EMP0658,Finance,34,4,10.93,87,3.5,5643.03,No
EMP0659,Marketing,44,31,11.96,64,3.2,4151.19,No
EMP0660,IT,34,37,0.21,73,2.2,4734.96,No
EMP0661,Marketing,32,11,6.47,68,4.4,4410.64,No
EMP0662,HR,36,12,6.77,77,3.7,4994.41,No
EMP0663,IT,47,30,10.58,96,2.3,6226.79,No
EMP0664,IT,23,0,12.51,81,3.9,5253.86,No
EMP0665,Finance,41,24,10.4,77,3.5,4994.41,No
EMP0666,Finance,27,9,1.37,91,3.3,5902.48,No
EMP0667,Sales,40,34,14.59,60,2.7,3891.74,No
EMP0668,Sales,47,28,14.51,95,3.7,6161.93,Yes
EMP0669,IT,44,3,6.12,94,1.5,6097.07,No
EMP0670,Marketing,29,39,4.77,66,2.7,4280.92,No
EMP0671,Finance,43,3,14.37,88,3.8,5707.89,Yes
EMP0672,Sales,42,28,11.51,65,1.5,4216.06,No
EMP0673,Sales,23,20,11.4,67,1.5,4345.78,No
EMP0674,Finance,34,2,5.31,79,2.5,5124.13,Yes
EMP0675,Sales,46,9,2.4,98,4.5,6356.52,No
EMP0676,HR,54,8,2.93,77,4.5,4994.41,No
EMP0677,IT,39,26,13.7,74,4.9,4799.82,No
EMP0678,Sales,29,37,9.67,62,2.6,4021.47,No
EMP0679,IT,38,11,5.49,75,1.4,4864.68,No
EMP0680,HR,53,35,9.63,87,1.6,5643.03,No
EMP0681,Sales,50,12,10.42,77,4.8,4994.41,Yes
EMP0682,IT,51,30,14.43,68,2.4,4410.64,No
EMP0683,Sales,31,7,9.38,83,1.0,5383.58,No
EMP0684,Marketing,26,17,14.76,97,3.5,6291.65,No
EMP0685,Marketing,30,35,3.45,68,1.7,4410.64,Yes
EMP0686,IT,56,14,9.24,60,1.9,3891.74,No
EMP0687,Finance,32,27,0.27,85,1.5,5513.3,No
EMP0688,Sales,22,34,0.63,72,1.5,4670.09,No
EMP0689,IT,58,29,11.77,70,1.5,4540.37,No
EMP0690,HR,59,18,6.45,82,2.7,5318.72,Yes
EMP0691,IT,41,8,4.53,67,1.2,4345.78,No
EMP0692,Sales,41,30,8.24,95,2.4,6161.93,No
EMP0693,IT,30,17,2.94,98,2.4,6356.52,No
EMP0694,Finance,34,29,11.14,84,1.2,5448.44,No
EMP0695,Marketing,35,29,14.14,65,3.9,4216.06,No
EMP0696,HR,49,34,1.65,82,4.0,5318.72,No
EMP0697,Marketing,56,24,6.74,96,3.1,6226.79,No
EMP0698,IT,25,4,10.82,61,4.0,3956.61,No
EMP0699,Marketing,34,27,11.24,66,1.4,4280.92,No
EMP0700,IT,48,24,10.13,83,1.0,5383.58,No
EMP0701,HR,31,26,2.92,68,1.3,4410.64,No
EMP0702,Marketing,53,30,5.16,90,3.8,5837.62,No
EMP0703,Marketing,24,5,11.29,97,3.8,6291.65,Yes
EMP0704,HR,53,21,4.41,64,3.1,4151.19,Yes
EMP0705,Finance,52,10,6.28,82,3.6,5318.72,No
EMP0706,Sales,56,29,3.95,85,1.7,5513.3,No
EMP0707,Sales,45,16,14.6,76,2.5,4929.54,No
EMP0708,IT,27,22,7.85,95,2.3,6161.93,No
EMP0709,Marketing,47,36,1.58,93,4.4,6032.2,No
EMP0710,Sales,36,1,13.82,94,1.6,6097.07,No
EMP0711,Marketing,23,39,8.45,77,2.2,4994.41,Yes
EMP0712,Sales,20,32,10.65,98,1.4,6356.52,No
EMP0713,Marketing,32,15,1.79,77,1.2,4994.41,No
EMP0714,Marketing,30,2,14.21,86,3.0,5578.17,No
EMP0715,Finance,45,29,7.05,63,2.1,4086.33,No
EMP0716,Sales,52,17,3.86,82,4.5,5318.72,Yes
EMP0717,HR,57,36,7.32,69,3.5,4475.51,No
EMP0718,Sales,55,0,1.63,82,2.2,5318.72,No
EMP0719,Marketing,35,18,10.47,67,1.4,4345.78,No
EMP0720,Sales,41,3,5.62,90,2.4,5837.62,No
EMP0721,Marketing,54,17,4.48,73,3.3,4734.96,No
EMP0722,Marketing,22,7,2.92,67,4.6,4345.78,No
EMP0723,Sales,24,0,3.18,86,3.5,5578.17,No
EMP0724,HR,28,18,7.15,95,1.7,6161.93,No
EMP0725,Sales,27,5,7.04,77,4.7,4994.41,No
EMP0726,IT,32,0,3.5,87,1.5,5643.03,No
EMP0727,Finance,48,34,14.6,65,2.8,4216.06,No
EMP0728,HR,20,6,1.77,89,4.4,5772.75,No
EMP0729,IT,48,30,2.62,69,4.0,4475.51,No
EMP0730,Sales,21,10,9.96,97,3.1,6291.65,No
EMP0731,IT,55,36,11.3,84,3.0,5448.44,No
EMP0732,Marketing,37,22,4.8,89,3.5,5772.75,No
EMP0733,IT,23,29,1.18,92,1.2,5967.34,Yes
EMP0734,Marketing,54,39,1.33,78,4.6,5059.27,No
EMP0735,HR,44,35,1.74,62,3.3,4021.47,Yes
EMP0736,Sales,26,25,7.51,77,3.3,4994.41,Yes
EMP0737,IT,53,19,2.67,89,4.3,5772.75,No
EMP0738,Marketing,22,9,5.88,93,2.3,6032.2,Yes
EMP0739,Finance,36,15,6.44,78,3.0,5059.27,No
EMP0740,HR,59,38,6.19,91,1.1,5902.48,Yes
EMP0741,IT,32,7,14.09,74,3.2,4799.82,No
EMP0742,Marketing,28,13,4.42,95,4.0,6161.93,No
EMP0743,HR,57,33,9.03,97,4.6,6291.65,No
EMP0744,IT,48,27,11.3,65,4.3,4216.06,No
EMP0745,HR,39,26,1.25,82,3.6,5318.72,No
EMP0746,IT,21,33,4.57,61,1.5,3956.61,No
EMP0747,Marketing,50,0,8.49,99,4.3,6421.38,No
EMP0748,IT,37,23,1.78,98,1.6,6356.52,No
EMP0749,Sales,56,7,8.73,62,5.0,4021.47,No
EMP0750,IT,43,6,6.5,91,3.9,5902.48,No
EMP0751,Marketing,47,22,11.49,67,1.5,4345.78,No
EMP0752,Finance,48,23,8.37,69,4.9,4475.51,No
EMP0753,HR,53,14,9.78,73,4.5,4734.96,No
EMP0754,HR,29,33,8.12,90,1.4,5837.62,No
EMP0755,Sales,34,22,8.9,87,4.9,5643.03,Yes
EMP0756,HR,45,24,12.91,78,4.2,5059.27,No
EMP0757,HR,47,24,12.1,80,3.1,5188.99,No
EMP0758,Sales,44,37,2.04,96,4.6,6226.79,No
EMP0759,IT,44,17,9.38,61,1.6,3956.61,Yes
EMP0760,Marketing,49,26,6.79,61,3.0,3956.61,No
EMP0761,HR,22,10,8.87,97,2.4,6291.65,No
EMP0762,HR,43,32,14.25,93,2.1,6032.2,No
EMP0763,IT,59,27,4.83,69,4.6,4475.51,No
EMP0764,Sales,54,38,6.08,82,4.3,5318.72,Yes
EMP0765,Sales,58,22,1.24,63,4.7,4086.33,No
EMP0766,IT,33,9,10.71,77,4.5,4994.41,No
EMP0767,Marketing,50,35,4.97,93,3.6,6032.2,No
EMP0768,IT,46,36,2.78,60,4.1,3891.74,No
EMP0769,IT,56,5,6.21,68,4.4,4410.64,No
EMP0770,Sales,20,0,4.79,71,1.3,4605.23,No
EMP0771,Finance,59,6,11.18,84,4.5,5448.44,Yes
EMP0772,HR,29,11,14.37,69,2.2,4475.51,No
EMP0773,HR,42,27,10.48,77,4.9,4994.41,No
EMP0774,Finance,58,38,7.1,67,4.8,4345.78,No
EMP0775,Finance,28,13,6.47,98,4.1,6356.52,No
EMP0776,Finance,33,0,6.81,62,3.2,4021.47,Yes
EMP0777,Finance,23,22,14.3,82,4.0,5318.72,No
EMP0778,Finance,35,7,5.43,74,2.8,4799.82,No
EMP0779,Marketing,31,29,10.85,64,3.8,4151.19,No
EMP0780,Finance,25,15,10.29,86,1.2,5578.17,No
EMP0781,IT,46,36,10.49,64,3.1,4151.19,No
EMP0782,Finance,25,3,13.33,77,4.3,4994.41,No
EMP0783,Marketing,20,11,14.56,69,2.1,4475.51,No
EMP0784,IT,42,19,1.63,64,3.4,4151.19,No
EMP0785,IT,59,33,13.58,80,3.9,5188.99,No
EMP0786,IT,34,28,1.22,81,3.5,5253.86,No
EMP0787,HR,59,38,5.26,79,3.2,5124.13,No
EMP0788,Sales,28,25,9.75,60,1.1,3891.74,Yes
EMP0789,IT,38,13,7.17,60,1.0,3891.74,No
EMP0790,Marketing,50,35,5.27,85,3.4,5513.3,No
EMP0791,Finance,53,32,5.35,91,1.2,5902.48,No
EMP0792,IT,53,22,10.04,67,4.9,4345.78,No
EMP0793,Finance,34,39,2.15,68,3.8,4410.64,No
EMP0794,Marketing,54,33,12.26,60,2.9,3891.74,No
EMP0795,Finance,57,26,6.85,72,4.0,4670.09,No
EMP0796,IT,20,21,7.45,67,4.7,4345.78,No
EMP0797,Finance,31,39,5.35,93,3.4,6032.2,No
EMP0798,Marketing,30,19,3.66,69,2.4,4475.51,Yes
EMP0799,IT,58,23,6.83,97,2.3,6291.65,No
EMP0800,Sales,22,36,9.93,75,2.1,4864.68,No
EMP0801,Finance,52,39,11.03,99,3.0,6421.38,No
EMP0802,IT,22,31,10.66,87,4.6,5643.03,No
EMP0803,IT,55,37,0.79,94,4.0,6097.07,No
EMP0804,Sales,40,8,6.47,70,1.1,4540.37,Yes
EMP0805,Sales,22,12,5.65,89,1.8,5772.75,No
EMP0806,IT,44,26,13.61,68,3.0,4410.64,No
EMP0807,Marketing,45,15,2.3,97,3.8,6291.65,No
EMP0808,Marketing,42,18,9.89,79,3.5,5124.13,No
EMP0809,Finance,53,7,1.73,93,4.2,6032.2,No
EMP0810,Sales,31,13,8.67,64,3.7,4151.19,No
EMP0811,Finance,58,7,14.01,89,3.7,5772.75,No
EMP0812,Finance,56,34,8.96,85,1.9,5513.3,Yes
EMP0813,Sales,37,39,14.61,82,4.3,5318.72,No
EMP0814,Sales,55,31,8.12,68,2.2,4410.64,No
EMP0815,Finance,56,20,9.53,62,3.2,4021.47,No
EMP0816,IT,22,8,4.11,90,3.1,5837.62,Yes
EMP0817,Finance,56,11,3.5,97,2.4,6291.65,No
EMP0818,HR,54,19,12.36,64,3.6,4151.19,Yes
EMP0819,Sales,33,9,10.04,95,2.1,6161.93,No
EMP0820,Sales,33,9,11.13,70,3.9,4540.37,No
EMP0821,IT,38,6,13.76,60,2.5,3891.74,No
EMP0822,Marketing,46,7,8.12,77,2.1,4994.41,No
EMP0823,IT,56,22,1.1,91,5.0,5902.48,No
EMP0824,IT,51,29,0.53,86,3.7,5578.17,No
EMP0825,Marketing,29,23,7.45,70,3.3,4540.37,No
EMP0826,IT,48,15,4.03,81,2.1,5253.86,No
EMP0827,Marketing,38,3,2.29,61,2.5,3956.61,No
EMP0828,HR,57,8,9.61,94,2.1,6097.07,No
EMP0829,Marketing,37,32,10.38,77,1.6,4994.41,Yes
EMP0830,Marketing,44,26,14.88,83,1.2,5383.58,No
EMP0831,HR,38,11,5.95,68,3.9,4410.64,No
EMP0832,Sales,51,19,0.04,85,1.4,5513.3,No
EMP0833,Finance,48,33,5.87,70,3.8,4540.37,No
EMP0834,IT,36,39,11.47,62,3.6,4021.47,No
EMP0835,Sales,44,39,10.66,84,4.8,5448.44,No
EMP0836,Marketing,55,1,11.58,77,1.5,4994.41,Yes
EMP0837,Sales,22,9,1.4,99,3.5,6421.38,Yes
EMP0838,IT,36,0,7.96,91,3.2,5902.48,No
EMP0839,Marketing,39,3,5.39,82,4.2,5318.72,No
EMP0840,HR,30,37,2.2,92,1.9,5967.34,No
EMP0841,Finance,54,9,2.83,67,1.9,4345.78,No
EMP0842,IT,36,20,1.78,96,3.9,6226.79,No
EMP0843,Sales,26,28,3.93,61,2.2,3956.61,No
EMP0844,Finance,29,10,12.49,90,2.0,5837.62,Yes
EMP0845,Sales,45,38,10.2,95,3.4,6161.93,No
EMP0846,HR,48,11,14.05,67,4.6,4345.78,No
EMP0847,Sales,24,17,5.04,95,2.6,6161.93,No
EMP0848,Finance,38,16,5.52,97,3.8,6291.65,No
EMP0849,Finance,24,5,10.85,93,2.2,6032.2,No
EMP0850,Sales,35,35,1.28,76,1.8,4929.54,Yes
EMP0851,Marketing,40,29,5.05,99,2.5,6421.38,No
EMP0852,Marketing,37,32,1.47,98,3.7,6356.52,No
EMP0853,IT,35,11,7.41,89,3.3,5772.75,Yes
EMP0854,IT,54,22,6.95,83,2.4,5383.58,No
EMP0855,HR,54,39,1.39,74,1.5,4799.82,Yes
EMP0856,Finance,20,7,4.63,70,2.0,4540.37,Yes
EMP0857,IT,30,12,1.59,77,3.7,4994.41,Yes
EMP0858,Marketing,23,19,9.27,77,3.4,4994.41,Yes
EMP0859,IT,55,2,10.0,81,1.3,5253.86,No
EMP0860,Finance,36,1,3.47,79,1.4,5124.13,Yes
EMP0861,Marketing,56,18,3.86,99,3.1,6421.38,No
EMP0862,Sales,38,10,3.33,73,1.7,4734.96,No
EMP0863,Finance,31,3,13.1,93,3.5,6032.2,Yes
EMP0864,IT,56,35,12.11,88,1.1,5707.89,No
EMP0865,Marketing,38,29,1.07,92,2.3,5967.34,No
EMP0866,HR,53,26,9.63,60,1.3,3891.74,Yes
EMP0867,Finance,26,22,2.83,98,1.9,6356.52,No
EMP0868,Sales,32,35,14.42,63,3.3,4086.33,No
EMP0869,IT,21,2,11.52,75,3.4,4864.68,No
EMP0870,Sales,36,37,12.66,68,3.7,4410.64,No
EMP0871,HR,25,23,3.19,60,4.5,3891.74,No
EMP0872,HR,42,27,5.59,71,1.0,4605.23,No
EMP0873,IT,28,5,9.19,98,4.3,6356.52,No
EMP0874,IT,43,0,2.43,79,2.9,5124.13,Yes
EMP0875,Sales,41,37,1.8,91,4.4,5902.48,No
EMP0876,HR,40,25,0.05,94,4.8,6097.07,No
EMP0877,HR,43,32,9.29,65,4.3,4216.06,No
EMP0878,Finance,46,29,13.03,75,3.4,4864.68,No
EMP0879,Marketing,29,15,11.76,95,1.4,6161.93,No
EMP0880,Marketing,26,34,2.09,67,3.0,4345.78,No
EMP0881,Sales,52,15,10.92,94,3.3,6097.07,No
EMP0882,Finance,44,27,4.77,97,2.4,6291.65,Yes
EMP0883,Marketing,37,2,0.79,76,1.4,4929.54,No
EMP0884,Marketing,45,18,5.68,97,3.8,6291.65,No
EMP0885,Finance,22,8,1.92,84,1.3,5448.44,No
EMP0886,Sales,22,27,8.34,94,4.0,6097.07,No
EMP0887,HR,57,20,5.2,66,3.5,4280.92,No
EMP0888,Sales,23,21,14.67,90,1.1,5837.62,No
EMP0889,Sales,35,23,2.17,86,2.3,5578.17,No
